investor_id,investor_name,city,age_group,fund_name,monthly_investment,sip_start_date,sip_end_date,missed_payments,status,churn
INV04192,Divya Tiwari,Kolkata,36-45,Kotak Emerging Equity Fund,20000,2019-09-01,,21,active,0
INV04193,Vikram Sinha,Nagpur,55+,DSP Mid Cap Fund,4500,2018-07-01,2020-09-01,42,stopped,1
INV04194,Amit Mishra,Pune,46-55,ICICI Pru Bluechip Fund,6000,2016-01-01,,53,active,0
INV04195,Harish Yadav,Chennai,25-35,Mirae Asset Large Cap Fund,5000,2019-11-01,,23,active,0
INV04196,Sanjay Saxena,Visakhapatnam,25-35,Axis Long Term Equity Fund,6000,2019-01-01,2020-11-01,25,stopped,1
INV04197,Kuldeep Sharma,Mumbai,25-35,Franklin India Prima Fund,13500,2021-09-01,,22,active,0
INV04198,Pranav Agarwal,Bangalore,25-35,Axis Bluechip Fund,1000,2020-02-01,,29,active,0
INV04199,Yogesh Sinha,Pune,46-55,Aditya Birla SL Frontline Equity,35500,2018-05-01,2021-05-01,41,stopped,1
INV04200,Nitin Mishra,Vadodara,25-35,HDFC Mid-Cap Opportunities Fund,3500,2021-04-01,,19,active,0
INV04201,Puja Verma,Jaipur,55+,ICICI Pru Bluechip Fund,4500,2015-09-01,,39,active,0
INV04202,Priya Singh,Indore,25-35,Mirae Asset Large Cap Fund,3500,2016-10-01,2023-01-01,50,stopped,1
INV04203,Karthik Chauhan,Indore,46-55,Nippon India Small Cap Fund,1000,2022-12-01,,9,active,0
INV04204,Archana Malhotra,Vadodara,36-45,Franklin India Prima Fund,7500,2016-03-01,2017-12-01,65,stopped,1
INV04205,Pranav Iyer,Kochi,36-45,Mirae Asset Emerging Bluechip Fund,4000,2019-05-01,2022-06-01,27,stopped,1
INV04206,Lakshmi Chauhan,Jaipur,36-45,Aditya Birla SL Frontline Equity,2000,2021-01-01,2022-05-01,24,stopped,1
INV04207,Lata Sharma,Kolkata,46-55,HDFC Mid-Cap Opportunities Fund,6000,2019-02-01,2024-04-01,34,stopped,1
INV04208,Swati Patel,Jaipur,25-35,Axis Long Term Equity Fund,5500,2018-12-01,,36,active,0
INV04209,Anjali Nair,Surat,36-45,ICICI Pru Bluechip Fund,8000,2016-08-01,2018-08-01,37,stopped,1
INV04210,Manoj Nair,Chandigarh,25-35,Kotak Emerging Equity Fund,4000,2020-01-01,2023-11-01,33,stopped,1
INV04211,Sanjay Kapoor,Surat,25-35,DSP Mid Cap Fund,26500,2018-12-01,2019-11-01,35,stopped,1
INV04212,Lakshmi Menon,Chennai,25-35,DSP Mid Cap Fund,1000,2020-04-01,2022-12-01,20,stopped,1
INV04213,Meena Khanna,Jaipur,25-35,Aditya Birla SL Frontline Equity,6500,2015-03-01,2018-12-01,58,stopped,1
INV04214,Vikram Singh,Bangalore,36-45,SBI Small Cap Fund,12500,2016-03-01,2017-04-01,64,stopped,1
INV04215,Anjali Saxena,Surat,36-45,UTI Flexi Cap Fund,12000,2019-08-01,2024-05-01,26,stopped,1
INV04216,Mala Reddy,Kolkata,36-45,SBI Small Cap Fund,6000,2021-05-01,2022-01-01,21,stopped,1
INV04217,Arjun Patel,Visakhapatnam,25-35,Aditya Birla SL Frontline Equity,5000,2017-05-01,2020-07-01,47,stopped,1
INV04218,Anil Singh,Mumbai,55+,Nippon India Growth Fund,1500,2020-03-01,,36,active,0
INV04219,Anil Iyer,Mumbai,36-45,HDFC Mid-Cap Opportunities Fund,21500,2022-03-01,,13,active,0
INV04220,Rohan Mishra,Kochi,46-55,SBI Bluechip Fund,3500,2016-08-01,,45,active,0
INV04221,Manoj Gupta,Ahmedabad,36-45,Canara Robeco Emerging Equities,500,2018-12-01,2023-03-01,44,stopped,1
INV04222,Anjali Yadav,Pune,25-35,ICICI Pru Value Discovery Fund,3500,2017-06-01,2021-05-01,43,stopped,1
INV04223,Rohan Bansal,Lucknow,25-35,HDFC Flexi Cap Fund,3000,2018-10-01,2022-03-01,34,stopped,1
INV04224,Lata Pillai,Surat,25-35,DSP Mid Cap Fund,45000,2018-11-01,2023-06-01,24,stopped,1
INV04225,Ravi Agarwal,Bhopal,36-45,Kotak Standard Multicap Fund,7000,2016-01-01,2024-02-01,40,stopped,1
INV04226,Suresh Mishra,Ahmedabad,25-35,Franklin India Prima Fund,5500,2017-01-01,,46,active,0
INV04227,Vivek Pillai,Ahmedabad,55+,ICICI Pru Bluechip Fund,8500,2021-09-01,,15,active,0
INV04228,Rohan Yadav,Bangalore,55+,HDFC Mid-Cap Opportunities Fund,17500,2019-12-01,,25,active,0
INV04229,Ananya Yadav,Pune,55+,Kotak Standard Multicap Fund,500,2020-09-01,2022-12-01,28,stopped,1
INV04230,Anil Singh,Mumbai,55+,ICICI Pru Value Discovery Fund,5500,2018-03-01,2023-01-01,31,stopped,1
INV04231,Karthik Pillai,Pune,25-35,Franklin India Prima Fund,2500,2016-12-01,,44,active,0
INV04232,Meena Mehta,Surat,46-55,UTI Flexi Cap Fund,1500,2021-11-01,2022-08-01,15,stopped,1
INV04233,Rohini Bansal,Bhopal,25-35,UTI Flexi Cap Fund,16500,2017-09-01,,37,active,0
INV04234,Anjali Singh,Ahmedabad,36-45,Franklin India Prima Fund,2500,2020-11-01,,35,active,0
INV04235,Archana Mishra,Kochi,25-35,Mirae Asset Emerging Bluechip Fund,1000,2018-06-01,2022-06-01,42,stopped,1
INV04236,Ravi Nair,Ahmedabad,25-35,Mirae Asset Large Cap Fund,6000,2015-02-01,,47,active,0
INV04237,Manish Malhotra,Bhopal,55+,Kotak Standard Multicap Fund,3000,2021-11-01,2024-06-01,16,stopped,1
INV04238,Puja Iyer,Chennai,36-45,Axis Long Term Equity Fund,11000,2018-06-01,,39,active,0
INV04239,Anil Shukla,Ahmedabad,25-35,Mirae Asset Large Cap Fund,6500,2016-04-01,,45,active,0
INV04240,Nandini Malhotra,Kolkata,36-45,Parag Parikh Flexi Cap Fund,11500,2021-01-01,,13,active,0
INV04241,Dinesh Dubey,Indore,25-35,Nippon India Small Cap Fund,4000,2020-01-01,2021-11-01,35,stopped,1
INV04242,Harish Chopra,Bangalore,25-35,Kotak Emerging Equity Fund,3500,2018-07-01,2021-03-01,40,stopped,1
INV04243,Puja Dubey,Hyderabad,25-35,Axis Long Term Equity Fund,14000,2017-01-01,,38,active,0
INV04244,Priya Dubey,Chandigarh,36-45,Kotak Emerging Equity Fund,5000,2018-06-01,2021-11-01,34,stopped,1
INV04245,Swati Tiwari,Vadodara,25-35,HDFC Mid-Cap Opportunities Fund,2000,2018-04-01,2019-09-01,36,stopped,1
INV04246,Mala Pandey,Bhopal,36-45,SBI Small Cap Fund,7000,2022-06-01,2023-05-01,19,stopped,1
INV04247,Deepa Rao,Vadodara,25-35,HDFC Flexi Cap Fund,3000,2021-04-01,2021-11-01,32,stopped,1
INV04248,Yogesh Yadav,Chennai,36-45,SBI Bluechip Fund,13000,2019-08-01,,17,active,0
INV04249,Deepa Bansal,Hyderabad,36-45,ICICI Pru Bluechip Fund,4000,2020-08-01,2022-12-01,22,stopped,1
INV04250,Meena Pandey,Indore,25-35,Canara Robeco Emerging Equities,6000,2021-06-01,2023-03-01,23,stopped,1
INV04251,Sunita Verma,Vadodara,36-45,Axis Bluechip Fund,12000,2016-01-01,,34,active,0
INV04252,Pranav Khanna,Kochi,25-35,Nippon India Growth Fund,6000,2015-04-01,2024-02-01,58,stopped,1
INV04253,Neha Singh,Indore,46-55,SBI Bluechip Fund,5500,2018-10-01,,31,active,0
INV04254,Vikram Kapoor,Visakhapatnam,36-45,Aditya Birla SL Frontline Equity,4500,2015-01-01,2021-03-01,42,stopped,1
INV04255,Pooja Yadav,Vadodara,46-55,HDFC Flexi Cap Fund,13000,2018-03-01,2024-04-01,40,stopped,1
INV04256,Sunil Joshi,Indore,46-55,HDFC Mid-Cap Opportunities Fund,3500,2019-01-01,2021-02-01,44,stopped,1
INV04257,Shweta Reddy,Nagpur,25-35,UTI Flexi Cap Fund,2000,2020-02-01,,20,active,0
INV04258,Yogesh Kumar,Ahmedabad,36-45,Canara Robeco Emerging Equities,37500,2018-04-01,2024-08-01,39,stopped,1
INV04259,Vivek Rao,Vadodara,25-35,ICICI Pru Bluechip Fund,3500,2020-02-01,,35,active,0
INV04260,Dinesh Iyer,Vadodara,46-55,UTI Flexi Cap Fund,1000,2021-12-01,,13,active,0
INV04261,Rohini Rao,Jaipur,36-45,Nippon India Small Cap Fund,1500,2017-07-01,,53,active,0
INV04262,Nandini Nair,Chennai,46-55,Axis Long Term Equity Fund,2000,2020-06-01,2021-08-01,37,stopped,1
INV04263,Lakshmi Mishra,Delhi,25-35,Canara Robeco Emerging Equities,4000,2022-09-01,,18,active,0
INV04264,Divya Verma,Pune,25-35,Aditya Birla SL Frontline Equity,2000,2017-07-01,,37,active,0
INV04265,Pooja Khanna,Kolkata,36-45,Axis Long Term Equity Fund,3500,2016-04-01,2022-08-01,40,stopped,1
INV04266,Karthik Rao,Visakhapatnam,36-45,Nippon India Small Cap Fund,10000,2019-05-01,,36,active,0
INV04267,Yogesh Menon,Kolkata,46-55,Nippon India Small Cap Fund,15500,2016-03-01,2020-08-01,47,stopped,1
INV04268,Kuldeep Mehta,Bangalore,46-55,ICICI Pru Bluechip Fund,5500,2019-02-01,2020-10-01,34,stopped,1
INV04269,Sunil Chopra,Bhopal,25-35,Axis Long Term Equity Fund,2000,2020-08-01,,24,active,0
INV04270,Vivek Patel,Delhi,46-55,Kotak Standard Multicap Fund,1500,2019-06-01,2022-04-01,29,stopped,1
INV04271,Karthik Bansal,Pune,36-45,Parag Parikh Flexi Cap Fund,4000,2019-07-01,2021-01-01,21,stopped,1
INV04272,Shweta Saxena,Ahmedabad,36-45,HDFC Flexi Cap Fund,9000,2020-04-01,2020-11-01,28,stopped,1
INV04273,Lata Shukla,Visakhapatnam,46-55,Canara Robeco Emerging Equities,13500,2019-10-01,2023-08-01,33,stopped,1
INV04274,Kavya Verma,Ahmedabad,25-35,UTI Flexi Cap Fund,4500,2017-01-01,2024-03-01,41,stopped,1
INV04275,Nandini Chopra,Vadodara,25-35,HDFC Mid-Cap Opportunities Fund,8000,2021-11-01,2024-04-01,15,stopped,1
INV04276,Vikram Mishra,Pune,55+,Canara Robeco Emerging Equities,8500,2015-04-01,2020-07-01,75,stopped,1
INV04277,Amit Shukla,Bhopal,25-35,HDFC Flexi Cap Fund,3000,2022-11-01,2024-03-01,14,stopped,1
INV04278,Manish Rao,Mumbai,46-55,Aditya Birla SL Frontline Equity,2000,2017-03-01,2024-10-01,52,stopped,1
INV04279,Divya Bansal,Surat,25-35,HDFC Flexi Cap Fund,1500,2017-09-01,,47,active,0
INV04280,Geeta Menon,Mumbai,25-35,Parag Parikh Flexi Cap Fund,36500,2022-11-01,,7,active,0
INV04281,Ashish Nair,Chandigarh,25-35,Parag Parikh Flexi Cap Fund,4500,2018-05-01,2023-11-01,23,stopped,1
INV04282,Divya Mehta,Bhopal,25-35,SBI Bluechip Fund,1500,2020-03-01,,22,active,0
INV04283,Neha Sinha,Jaipur,36-45,Franklin India Prima Fund,2500,2021-03-01,2023-11-01,27,stopped,1
INV04284,Sanjay Verma,Nagpur,25-35,Kotak Emerging Equity Fund,12500,2018-08-01,2024-06-01,35,stopped,1
INV04285,Deepa Reddy,Hyderabad,25-35,Nippon India Growth Fund,3000,2020-09-01,,23,active,0
INV04286,Nandini Patel,Mumbai,25-35,Nippon India Small Cap Fund,10000,2021-08-01,,24,active,0
INV04287,Priya Nair,Indore,25-35,Axis Long Term Equity Fund,4000,2016-11-01,2021-12-01,44,stopped,1
INV04288,Preeti Yadav,Mumbai,36-45,ICICI Pru Bluechip Fund,1000,2019-12-01,,40,active,0
INV04289,Anil Tiwari,Jaipur,55+,SBI Small Cap Fund,4500,2021-05-01,2023-12-01,30,stopped,1
INV04290,Mala Patel,Delhi,46-55,ICICI Pru Bluechip Fund,4500,2022-09-01,,7,active,0
INV04291,Manish Dubey,Nagpur,46-55,SBI Small Cap Fund,3000,2019-12-01,2024-10-01,48,stopped,1
INV04292,Kavya Singh,Ahmedabad,25-35,DSP Mid Cap Fund,2000,2018-08-01,2019-05-01,37,stopped,1
INV04293,Lakshmi Yadav,Jaipur,36-45,Aditya Birla SL Frontline Equity,11500,2018-11-01,2020-12-01,29,stopped,1
INV04294,Geeta Iyer,Indore,25-35,Nippon India Growth Fund,16000,2015-01-01,2024-10-01,53,stopped,1
INV04295,Archana Chauhan,Kolkata,25-35,SBI Small Cap Fund,3500,2022-06-01,,22,active,0
INV04296,Archana Chaudhary,Visakhapatnam,36-45,Kotak Standard Multicap Fund,2000,2019-09-01,2022-03-01,27,stopped,1
INV04297,Suresh Yadav,Jaipur,25-35,Mirae Asset Large Cap Fund,6000,2017-11-01,2020-04-01,40,stopped,1
INV04298,Pooja Shukla,Indore,36-45,Aditya Birla SL Frontline Equity,3000,2022-01-01,2024-06-01,16,stopped,1
INV04299,Geeta Nair,Vadodara,46-55,Axis Long Term Equity Fund,2500,2016-02-01,2021-02-01,47,stopped,1
INV04300,Preeti Reddy,Hyderabad,25-35,ICICI Pru Value Discovery Fund,11000,2018-09-01,,31,active,0
INV04301,Gaurav Verma,Lucknow,55+,ICICI Pru Value Discovery Fund,3000,2022-03-01,,18,active,0
INV04302,Rekha Agarwal,Visakhapatnam,36-45,UTI Flexi Cap Fund,15000,2018-05-01,2022-11-01,29,stopped,1
INV04303,Karthik Mishra,Bangalore,36-45,DSP Mid Cap Fund,2500,2020-11-01,,21,active,0
INV04304,Vijay Chauhan,Kochi,46-55,UTI Flexi Cap Fund,1000,2019-04-01,2024-06-01,36,stopped,1
INV04305,Rekha Rao,Vadodara,25-35,HDFC Flexi Cap Fund,1500,2017-03-01,2022-12-01,51,stopped,1
INV04306,Swati Yadav,Kochi,36-45,HDFC Flexi Cap Fund,1000,2018-06-01,2022-05-01,29,stopped,1
INV04307,Shweta Chaudhary,Mumbai,25-35,Franklin India Prima Fund,3000,2021-01-01,2022-09-01,29,stopped,1
INV04308,Amit Patel,Chennai,36-45,Aditya Birla SL Frontline Equity,1500,2018-11-01,2021-11-01,44,stopped,1
INV04309,Puja Mehta,Visakhapatnam,36-45,Aditya Birla SL Frontline Equity,20000,2019-03-01,2021-05-01,21,stopped,1
INV04310,Preeti Reddy,Nagpur,25-35,Canara Robeco Emerging Equities,3500,2018-10-01,2019-09-01,55,stopped,1
INV04311,Ashish Pandey,Nagpur,36-45,Parag Parikh Flexi Cap Fund,5000,2017-03-01,2020-07-01,32,stopped,1
INV04312,Vikram Nair,Mumbai,25-35,Canara Robeco Emerging Equities,5000,2021-05-01,,22,active,0
INV04313,Nandini Rao,Hyderabad,36-45,UTI Flexi Cap Fund,6500,2018-08-01,,28,active,0
INV04314,Rohini Menon,Mumbai,36-45,HDFC Mid-Cap Opportunities Fund,32000,2022-03-01,,15,active,0
INV04315,Pooja Mishra,Delhi,46-55,Aditya Birla SL Frontline Equity,12000,2020-12-01,,22,active,0
INV04316,Kavya Chaudhary,Indore,36-45,Axis Bluechip Fund,9500,2015-11-01,,58,active,0
INV04317,Amit Iyer,Vadodara,25-35,Parag Parikh Flexi Cap Fund,4000,2020-06-01,,20,active,0
INV04318,Karthik Patel,Bhopal,25-35,SBI Small Cap Fund,4000,2017-06-01,,40,active,0
INV04319,Harish Patel,Ahmedabad,46-55,Aditya Birla SL Frontline Equity,4000,2020-08-01,,28,active,0
INV04320,Meena Shukla,Pune,25-35,Mirae Asset Large Cap Fund,3000,2018-09-01,2024-08-01,34,stopped,1
INV04321,Divya Gupta,Bangalore,25-35,Mirae Asset Emerging Bluechip Fund,23500,2019-09-01,,27,active,0
INV04322,Manish Saxena,Bangalore,36-45,Aditya Birla SL Frontline Equity,10000,2016-02-01,2023-06-01,39,stopped,1
INV04323,Rohini Menon,Jaipur,25-35,DSP Mid Cap Fund,6500,2022-09-01,2023-05-01,14,stopped,1
INV04324,Ananya Khanna,Jaipur,46-55,Canara Robeco Emerging Equities,5500,2015-06-01,,64,active,0
INV04325,Nitin Sharma,Delhi,25-35,SBI Small Cap Fund,2500,2017-05-01,2023-06-01,70,stopped,1
INV04326,Vijay Kapoor,Chennai,25-35,Kotak Emerging Equity Fund,3500,2020-07-01,2023-12-01,22,stopped,1
INV04327,Seema Chauhan,Bhopal,25-35,Parag Parikh Flexi Cap Fund,3500,2021-07-01,2023-07-01,19,stopped,1
INV04328,Amit Joshi,Lucknow,46-55,Parag Parikh Flexi Cap Fund,9000,2020-08-01,,12,active,0
INV04329,Arjun Malhotra,Pune,36-45,Mirae Asset Emerging Bluechip Fund,5500,2020-04-01,2021-01-01,28,stopped,1
INV04330,Ananya Dubey,Bangalore,25-35,ICICI Pru Bluechip Fund,9000,2016-06-01,2021-04-01,48,stopped,1
INV04331,Vivek Sinha,Delhi,25-35,Axis Bluechip Fund,2500,2022-02-01,2022-11-01,24,stopped,1
INV04332,Sunil Joshi,Bangalore,55+,Parag Parikh Flexi Cap Fund,1500,2016-01-01,,32,active,0
INV04333,Rohini Saxena,Indore,36-45,Parag Parikh Flexi Cap Fund,4500,2015-02-01,2022-07-01,42,stopped,1
INV04334,Rekha Mehta,Ahmedabad,25-35,Nippon India Small Cap Fund,6500,2016-06-01,2020-12-01,79,stopped,1
INV04335,Divya Nair,Hyderabad,25-35,Mirae Asset Large Cap Fund,3500,2022-04-01,,7,active,0
INV04336,Pooja Singh,Kochi,36-45,Mirae Asset Emerging Bluechip Fund,3000,2016-10-01,2020-03-01,56,stopped,1
INV04337,Priya Pillai,Bangalore,36-45,Nippon India Small Cap Fund,5500,2021-11-01,,16,active,0
INV04338,Vikram Agarwal,Delhi,25-35,ICICI Pru Bluechip Fund,8000,2019-06-01,,31,active,0
INV04339,Kuldeep Malhotra,Bangalore,25-35,Axis Bluechip Fund,13000,2021-06-01,,16,active,0
INV04340,Sunita Joshi,Pune,36-45,Axis Long Term Equity Fund,7000,2019-09-01,,20,active,0
INV04341,Sanjay Chopra,Nagpur,25-35,ICICI Pru Bluechip Fund,2500,2021-02-01,2023-10-01,24,stopped,1
INV04342,Vijay Sinha,Pune,36-45,Canara Robeco Emerging Equities,3000,2019-06-01,2023-01-01,39,stopped,1
INV04343,Preeti Yadav,Indore,36-45,Nippon India Small Cap Fund,6000,2018-06-01,2023-10-01,34,stopped,1
INV04344,Sunil Joshi,Delhi,36-45,Nippon India Small Cap Fund,6500,2015-09-01,2023-07-01,65,stopped,1
INV04345,Archana Joshi,Mumbai,36-45,Aditya Birla SL Frontline Equity,2000,2016-01-01,2022-02-01,39,stopped,1
INV04346,Lata Mishra,Bangalore,36-45,Franklin India Prima Fund,9000,2021-08-01,,21,active,0
INV04347,Archana Pillai,Visakhapatnam,36-45,UTI Flexi Cap Fund,3500,2020-07-01,,12,active,0
INV04348,Anil Kumar,Nagpur,25-35,Axis Long Term Equity Fund,2000,2019-10-01,2023-02-01,35,stopped,1
INV04349,Rajesh Chaudhary,Indore,25-35,DSP Mid Cap Fund,12000,2022-11-01,2023-05-01,10,stopped,1
INV04350,Arjun Chauhan,Surat,46-55,SBI Small Cap Fund,10000,2018-03-01,2020-02-01,45,stopped,1
INV04351,Suresh Sharma,Bangalore,36-45,UTI Flexi Cap Fund,12500,2018-01-01,2021-10-01,37,stopped,1
INV04352,Sanjay Mehta,Jaipur,36-45,Axis Long Term Equity Fund,1500,2018-09-01,,34,active,0
INV04353,Anjali Reddy,Mumbai,25-35,ICICI Pru Value Discovery Fund,2000,2018-09-01,2021-05-01,28,stopped,1
INV04354,Karthik Sharma,Lucknow,36-45,Franklin India Prima Fund,10000,2021-04-01,,21,active,0
INV04355,Pooja Malhotra,Ahmedabad,46-55,Axis Long Term Equity Fund,2500,2017-06-01,,47,active,0
INV04356,Seema Sharma,Pune,55+,HDFC Flexi Cap Fund,2500,2019-09-01,,28,active,0
INV04357,Anjali Malhotra,Ahmedabad,36-45,HDFC Mid-Cap Opportunities Fund,3000,2019-10-01,,28,active,0
INV04358,Arjun Saxena,Mumbai,25-35,DSP Mid Cap Fund,5500,2018-07-01,2023-08-01,41,stopped,1
INV04359,Ananya Shukla,Kochi,25-35,HDFC Mid-Cap Opportunities Fund,29500,2015-09-01,2022-09-01,48,stopped,1
INV04360,Suresh Chaudhary,Chandigarh,46-55,Parag Parikh Flexi Cap Fund,7000,2020-05-01,,10,active,0
INV04361,Sanjay Mishra,Delhi,25-35,Mirae Asset Large Cap Fund,7000,2018-03-01,,29,active,0
INV04362,Anjali Khanna,Ahmedabad,46-55,Nippon India Growth Fund,9500,2020-03-01,,30,active,0
INV04363,Kavya Menon,Pune,25-35,Aditya Birla SL Frontline Equity,7500,2022-01-01,,20,active,0
INV04364,Deepa Chopra,Pune,25-35,Nippon India Growth Fund,6000,2022-11-01,2023-09-01,15,stopped,1
INV04365,Divya Patel,Chandigarh,46-55,Nippon India Small Cap Fund,11000,2018-10-01,,40,active,0
INV04366,Deepa Saxena,Bangalore,25-35,Kotak Emerging Equity Fund,14500,2016-04-01,,50,active,0
INV04367,Swati Sharma,Bhopal,55+,Franklin India Prima Fund,11500,2016-10-01,2020-08-01,64,stopped,1
INV04368,Neha Kapoor,Visakhapatnam,25-35,UTI Flexi Cap Fund,6500,2015-09-01,,39,active,0
INV04369,Manish Sinha,Vadodara,36-45,ICICI Pru Value Discovery Fund,5000,2017-09-01,2024-09-01,44,stopped,1
INV04370,Arjun Kapoor,Bangalore,36-45,Nippon India Growth Fund,4500,2017-02-01,,48,active,0
INV04371,Geeta Rao,Jaipur,46-55,Axis Bluechip Fund,12500,2016-05-01,,51,active,0
INV04372,Arjun Mehta,Vadodara,46-55,Aditya Birla SL Frontline Equity,2000,2021-09-01,,16,active,0
INV04373,Sunil Mishra,Indore,55+,ICICI Pru Value Discovery Fund,2000,2017-08-01,2023-02-01,38,stopped,1
INV04374,Mala Chopra,Delhi,46-55,Canara Robeco Emerging Equities,4000,2022-01-01,2024-10-01,19,stopped,1
INV04375,Mala Mehta,Hyderabad,36-45,ICICI Pru Value Discovery Fund,7000,2021-05-01,,17,active,0
INV04376,Lakshmi Chauhan,Surat,36-45,Axis Long Term Equity Fund,5000,2015-11-01,2019-03-01,46,stopped,1
INV04377,Shweta Saxena,Indore,36-45,ICICI Pru Bluechip Fund,6500,2019-11-01,,29,active,0
INV04378,Anjali Singh,Chennai,36-45,Canara Robeco Emerging Equities,4500,2017-07-01,2020-08-01,48,stopped,1
INV04379,Dinesh Pandey,Delhi,25-35,ICICI Pru Value Discovery Fund,8500,2021-06-01,,18,active,0
INV04380,Vikram Mishra,Indore,25-35,SBI Bluechip Fund,12000,2015-01-01,2021-10-01,37,stopped,1
INV04381,Mala Gupta,Jaipur,46-55,ICICI Pru Value Discovery Fund,5500,2016-02-01,2023-02-01,39,stopped,1
INV04382,Dinesh Reddy,Indore,25-35,Mirae Asset Large Cap Fund,15500,2018-08-01,2022-11-01,32,stopped,1
INV04383,Deepa Kapoor,Indore,25-35,Nippon India Growth Fund,14000,2021-01-01,,26,active,0
INV04384,Sneha Chopra,Bangalore,46-55,Canara Robeco Emerging Equities,4000,2016-10-01,2024-01-01,57,stopped,1
INV04385,Dinesh Yadav,Bhopal,25-35,HDFC Mid-Cap Opportunities Fund,7500,2016-06-01,2022-12-01,39,stopped,1
INV04386,Swati Reddy,Bangalore,25-35,HDFC Flexi Cap Fund,6500,2022-11-01,2024-01-01,11,stopped,1
INV04387,Lakshmi Patel,Delhi,46-55,UTI Flexi Cap Fund,10500,2018-09-01,2021-04-01,35,stopped,1
INV04388,Anjali Menon,Hyderabad,25-35,Kotak Standard Multicap Fund,7000,2015-02-01,,43,active,0
INV04389,Gaurav Mishra,Visakhapatnam,36-45,Nippon India Growth Fund,8000,2021-05-01,2022-08-01,22,stopped,1
INV04390,Lakshmi Kapoor,Nagpur,25-35,Franklin India Prima Fund,23000,2018-07-01,2021-01-01,45,stopped,1
INV04391,Puja Pillai,Hyderabad,25-35,SBI Small Cap Fund,1500,2017-09-01,,53,active,0
INV04392,Vivek Verma,Ahmedabad,46-55,UTI Flexi Cap Fund,2500,2017-09-01,2019-03-01,40,stopped,1
INV04393,Archana Pandey,Vadodara,46-55,Parag Parikh Flexi Cap Fund,6500,2021-06-01,,14,active,0
INV04394,Arjun Sharma,Vadodara,25-35,Aditya Birla SL Frontline Equity,7500,2021-03-01,,17,active,0
INV04395,Sunil Yadav,Pune,25-35,Canara Robeco Emerging Equities,19500,2022-10-01,2023-11-01,13,stopped,1
INV04396,Sanjay Verma,Visakhapatnam,25-35,Nippon India Small Cap Fund,5500,2021-01-01,2023-12-01,27,stopped,1
INV04397,Vijay Mishra,Ahmedabad,36-45,Axis Bluechip Fund,1000,2020-07-01,2021-11-01,26,stopped,1
INV04398,Seema Iyer,Indore,46-55,Nippon India Small Cap Fund,6000,2019-02-01,2024-02-01,30,stopped,1
INV04399,Ashish Kapoor,Pune,36-45,Nippon India Growth Fund,9500,2015-06-01,2018-02-01,60,stopped,1
INV04400,Seema Kapoor,Ahmedabad,46-55,Aditya Birla SL Frontline Equity,7000,2019-01-01,2022-09-01,30,stopped,1
INV04401,Dinesh Sharma,Chennai,55+,Axis Bluechip Fund,7500,2022-08-01,,9,active,0
INV04402,Lakshmi Malhotra,Chandigarh,25-35,Axis Bluechip Fund,2000,2021-06-01,2024-05-01,18,stopped,1
INV04403,Pranav Kumar,Pune,25-35,SBI Bluechip Fund,7000,2022-01-01,2022-10-01,22,stopped,1
INV04404,Archana Malhotra,Pune,46-55,Nippon India Small Cap Fund,5000,2020-05-01,2023-08-01,28,stopped,1
INV04405,Pooja Joshi,Chandigarh,55+,Parag Parikh Flexi Cap Fund,4000,2016-10-01,2018-12-01,34,stopped,1
INV04406,Arjun Rao,Kolkata,46-55,ICICI Pru Value Discovery Fund,11500,2015-08-01,2024-09-01,46,stopped,1
INV04407,Rajesh Mehta,Pune,36-45,Axis Long Term Equity Fund,9000,2019-01-01,2022-12-01,22,stopped,1
INV04408,Vivek Joshi,Delhi,46-55,ICICI Pru Bluechip Fund,13500,2016-05-01,2017-11-01,43,stopped,1
INV04409,Ananya Menon,Visakhapatnam,46-55,HDFC Flexi Cap Fund,4500,2017-09-01,2020-10-01,45,stopped,1
INV04410,Suresh Saxena,Kolkata,25-35,HDFC Mid-Cap Opportunities Fund,10000,2015-01-01,2020-04-01,59,stopped,1
INV04411,Mala Bansal,Mumbai,46-55,Axis Bluechip Fund,20000,2019-05-01,,19,active,0
INV04412,Mala Patel,Lucknow,25-35,HDFC Flexi Cap Fund,6000,2015-12-01,2019-05-01,62,stopped,1
INV04413,Gaurav Agarwal,Visakhapatnam,46-55,Axis Bluechip Fund,2500,2020-11-01,,19,active,0
INV04414,Neha Kumar,Pune,36-45,Kotak Standard Multicap Fund,5500,2020-09-01,,21,active,0
INV04415,Vijay Chauhan,Delhi,36-45,Mirae Asset Emerging Bluechip Fund,35000,2019-11-01,2020-12-01,18,stopped,1
INV04416,Ravi Gupta,Lucknow,46-55,Nippon India Growth Fund,3000,2019-04-01,,28,active,0
INV04417,Preeti Malhotra,Jaipur,36-45,UTI Flexi Cap Fund,13500,2019-07-01,2023-11-01,34,stopped,1
INV04418,Vivek Chaudhary,Vadodara,46-55,SBI Bluechip Fund,6000,2017-04-01,2021-12-01,48,stopped,1
INV04419,Ananya Verma,Nagpur,46-55,Kotak Standard Multicap Fund,12000,2016-09-01,2024-09-01,42,stopped,1
INV04420,Deepa Reddy,Delhi,36-45,HDFC Flexi Cap Fund,500,2017-02-01,,49,active,0
INV04421,Archana Nair,Nagpur,36-45,ICICI Pru Bluechip Fund,2500,2015-10-01,2021-10-01,45,stopped,1
INV04422,Swati Yadav,Hyderabad,25-35,HDFC Flexi Cap Fund,2000,2018-04-01,,29,active,0
